name,ID,grade
Rigoberto Zanes,1490836962,46
Rigoberto Zanes,1490836962,42
Rigoberto Zanes,1490836962,43
Rigoberto Zanes,1490836962,18
Santana Balich,1522571619,55
Santana Balich,1522571619,49
Keesha Hach,1332979427,48
Keesha Hach,1332979427,49
Keesha Hach,1332979427,97
Keesha Hach,1332979427,66
Kathern Mitcheltree,1970070585,84
Kathern Mitcheltree,1970070585,20
Michel Baldy,1638288857,9
Michel Baldy,1638288857,27
Shaun Brandt,1644941427,49
Shaun Brandt,1644941427,93
Shaun Brandt,1644941427,96
Shaun Brandt,1644941427,66
Hyacinth Glady,1565667318,59
Hyacinth Glady,1565667318,75
Piper Mcmorris,1379043691,17
Piper Mcmorris,1379043691,92
Piper Mcmorris,1379043691,14
Latrisha Haverkamp,1991689523,62
Latrisha Haverkamp,1991689523,44
Latrisha Haverkamp,1991689523,98
Latrisha Haverkamp,1991689523,83
Daisy Sering,1732312566,55
Daisy Sering,1732312566,43
Daisy Sering,1732312566,89
Florine Murano,1730420917,16
Florine Murano,1730420917,24
Risa Pellish,1386645395,28
Risa Pellish,1386645395,71
Risa Pellish,1386645395,80
Risa Pellish,1386645395,31
Irwin Lancz,1178209091,93
Irwin Lancz,1178209091,27
Willian Whyard,1653979970,34
Willian Whyard,1653979970,22
Willian Whyard,1653979970,14
Willian Whyard,1653979970,84
Kaylene Raub,1381482993,17
Kaylene Raub,1381482993,43
Donna Albini,1756915789,59
Donna Albini,1756915789,6
Donna Albini,1756915789,8
Lisandra Gossard,1466450735,74
Lisandra Gossard,1466450735,22
Virgen Sesay,1894494318,65
Virgen Sesay,1894494318,35
Virgen Sesay,1894494318,50
Kennith Bohart,1564667668,48
Kennith Bohart,1564667668,34
Kennith Bohart,1564667668,87
Kennith Bohart,1564667668,35
Thora Ebbighausen,1741004228,2
Thora Ebbighausen,1741004228,93
Thora Ebbighausen,1741004228,80
Love Gossi,1516455629,15
Love Gossi,1516455629,52
Love Gossi,1516455629,5
Love Gossi,1516455629,88
Odell Brenda,1615921830,96
Odell Brenda,1615921830,84
Odell Brenda,1615921830,0
Odell Brenda,1615921830,15
Lajuana Paine,1930670234,33
Lajuana Paine,1930670234,57
Lajuana Paine,1930670234,87
Lajuana Paine,1930670234,73
Norbert Gateley,1653241943,53
Norbert Gateley,1653241943,52
Norbert Gateley,1653241943,81
Norbert Gateley,1653241943,19
Rutha Baldassara,1119030015,26
Rutha Baldassara,1119030015,22
Rutha Baldassara,1119030015,70
Rutha Baldassara,1119030015,48
Freida Waltersdorf,1837266193,55
Freida Waltersdorf,1837266193,96
Freida Waltersdorf,1837266193,35
Freida Waltersdorf,1837266193,26
Mitch Walkley,1230833364,73
Mitch Walkley,1230833364,15
Mitch Walkley,1230833364,50
Mitch Walkley,1230833364,93
Gala Rathel,1847219514,36
Gala Rathel,1847219514,34
Gala Rathel,1847219514,34
Heidy Schuble,1016288099,41
Heidy Schuble,1016288099,77
Elissa Dellwo,1222126697,2
Elissa Dellwo,1222126697,71
Elissa Dellwo,1222126697,85
Britta Tilly,1685206681,44
Britta Tilly,1685206681,85
Mayola Wehrly,1211514567,61
Mayola Wehrly,1211514567,17
Mayola Wehrly,1211514567,41
Clair Yerico,1928966872,98
Clair Yerico,1928966872,98
Emelda Sabella,1502389054,0
Emelda Sabella,1502389054,59
Emelda Sabella,1502389054,68
Emelda Sabella,1502389054,89
Katina Kochheiser,1755120351,98
Katina Kochheiser,1755120351,72
Brandi Stec,1644123597,20
Brandi Stec,1644123597,40
Brandi Stec,1644123597,42
Brandi Stec,1644123597,21
Shaina Cranston,1187121980,77
Shaina Cranston,1187121980,70
Ernesto Rayno,1569540147,59
Ernesto Rayno,1569540147,24
Ernesto Rayno,1569540147,77
Ernesto Rayno,1569540147,34
Virgina Gadbury,1744309722,30
Virgina Gadbury,1744309722,76
Virgina Gadbury,1744309722,76
Virgina Gadbury,1744309722,19
Hollis Grasmuck,1972706986,20
Hollis Grasmuck,1972706986,64
Louella Goblirsch,1597385330,38
Louella Goblirsch,1597385330,77
Hyun Houff,1561415203,78
Hyun Houff,1561415203,66
Armand Eirich,1357880613,98
Armand Eirich,1357880613,9
Armand Eirich,1357880613,59
Jaime Sandelin,1875901733,82
Jaime Sandelin,1875901733,42
Qiana Rooks,1265450923,18
Qiana Rooks,1265450923,19
Elicia Dibernardo,1781252412,14
Elicia Dibernardo,1781252412,17
Elicia Dibernardo,1781252412,23
Elicia Dibernardo,1781252412,5
Lizzie Coro,1389427174,34
Lizzie Coro,1389427174,54
Rima Agnello,1668757401,74
Rima Agnello,1668757401,54
Rima Agnello,1668757401,59
Rima Agnello,1668757401,63
Edwin Kotts,1736332107,51
Edwin Kotts,1736332107,37
Edwin Kotts,1736332107,99
Edwin Kotts,1736332107,58
Vada Dertinger,1739328582,59
Vada Dertinger,1739328582,46
Vada Dertinger,1739328582,99
Andra Acquilla,1001987485,79
Andra Acquilla,1001987485,44
Roselle Aloy,1401759667,17
Roselle Aloy,1401759667,66
Roselle Aloy,1401759667,73
Tarah Matter,1195433984,19
Tarah Matter,1195433984,54
Tarah Matter,1195433984,89
Bobbye Calin,1151015987,50
Bobbye Calin,1151015987,0
Bobbye Calin,1151015987,83
Bobbye Calin,1151015987,27
Parthenia Basco,1386850878,50
Parthenia Basco,1386850878,19
Parthenia Basco,1386850878,90
Parthenia Basco,1386850878,97
Tia Krabel,1487168001,9
Tia Krabel,1487168001,83
Tia Krabel,1487168001,11
Tatyana Faughnan,1936066727,69
Tatyana Faughnan,1936066727,9
Kelsi Bottalico,1981367889,3
Kelsi Bottalico,1981367889,82
Jacques Bernard,1748606229,16
Jacques Bernard,1748606229,13
Jacques Bernard,1748606229,22
Ivana Stady,1910980100,47
Ivana Stady,1910980100,90
Kit Peyatt,1535550134,58
Kit Peyatt,1535550134,87
Kit Peyatt,1535550134,21
Kit Peyatt,1535550134,39
Octavio Atmore,1443743061,39
Octavio Atmore,1443743061,20
Octavio Atmore,1443743061,14
Irmgard Scollan,1540982672,97
Irmgard Scollan,1540982672,67
Jada Arzabala,1666020821,67
Jada Arzabala,1666020821,1
Jada Arzabala,1666020821,74
Jada Arzabala,1666020821,94
Drusilla Dirickson,1001079541,7
Drusilla Dirickson,1001079541,28
Ludivina Wrotten,1571584866,89
Ludivina Wrotten,1571584866,89
Ludivina Wrotten,1571584866,88
Ludivina Wrotten,1571584866,17
Dagmar So,1308454701,27
Dagmar So,1308454701,29
Walter Weik,1588961867,12
Walter Weik,1588961867,87
Walter Weik,1588961867,70
Cheyenne Cangiano,1018302409,10
Cheyenne Cangiano,1018302409,11
Cheyenne Cangiano,1018302409,1
Cheyenne Cangiano,1018302409,44
Sergio Dilcher,1646948021,72
Sergio Dilcher,1646948021,92
Sergio Dilcher,1646948021,3
Sergio Dilcher,1646948021,54
Yuk Kurtich,1791558125,72
Yuk Kurtich,1791558125,13
Yuk Kurtich,1791558125,74
Fernando Brosco,1986917802,73
Fernando Brosco,1986917802,58
Mario Swords,1522879990,29
Mario Swords,1522879990,24
Mario Swords,1522879990,25
Eloise Birrittella,1921854467,22
Eloise Birrittella,1921854467,8
Eloise Birrittella,1921854467,45
Leonida Harry,1621018826,49
Leonida Harry,1621018826,87
Glynis Eckstrom,1506458153,12
Glynis Eckstrom,1506458153,31
Leisha Boss,1582295253,92
Leisha Boss,1582295253,75
Leisha Boss,1582295253,65
Buena Llanos,1812147786,57
Buena Llanos,1812147786,57
Buena Llanos,1812147786,58
Buena Llanos,1812147786,73
Clorinda Wimbs,1472749721,40
Clorinda Wimbs,1472749721,39
Clorinda Wimbs,1472749721,26
Clorinda Wimbs,1472749721,14
Delma Kubisiak,1820520693,26
Delma Kubisiak,1820520693,42
Delma Kubisiak,1820520693,4
Delma Kubisiak,1820520693,99
Trisha Cataquet,1646140288,64
Trisha Cataquet,1646140288,2
Trisha Cataquet,1646140288,21
Edris Namanworth,1826539546,77
Edris Namanworth,1826539546,24
Meghan Hingle,1272687404,78
Meghan Hingle,1272687404,69
Meghan Hingle,1272687404,25
Zetta Blubaugh,1749932366,37
Zetta Blubaugh,1749932366,81
Palmira Gamber,1659726201,15
Palmira Gamber,1659726201,88
Angela Benard,1715319191,92
Angela Benard,1715319191,79
Angela Benard,1715319191,87
Angela Benard,1715319191,44
An Wendelboe,1433710949,31
An Wendelboe,1433710949,93
An Wendelboe,1433710949,65
Delana Bonino,1289677519,18
Delana Bonino,1289677519,62
Delana Bonino,1289677519,42
Claudie Osborn,1321100115,31
Claudie Osborn,1321100115,88
Claudie Osborn,1321100115,26
Abe Arata,1558117058,74
Abe Arata,1558117058,83
Craig Weckwerth,1080813791,78
Craig Weckwerth,1080813791,95
Craig Weckwerth,1080813791,9
Arnulfo Derobertis,1425597239,46
Arnulfo Derobertis,1425597239,2
Ozell Nabor,1398176471,5
Ozell Nabor,1398176471,50
Paulette Pitstick,1385040157,66
Paulette Pitstick,1385040157,43
Paulette Pitstick,1385040157,31
Paulette Pitstick,1385040157,11
Tinisha Pear,1176132673,22
Tinisha Pear,1176132673,14
Carrol Grulke,1700315314,83
Carrol Grulke,1700315314,82
Quyen Bostel,1026068718,32
Quyen Bostel,1026068718,60
Quyen Bostel,1026068718,11
Quyen Bostel,1026068718,60
Marcia Leffel,1176116040,75
Marcia Leffel,1176116040,64
Marcia Leffel,1176116040,91
Marcia Leffel,1176116040,39
Edmund Mcwatters,1196026315,5
Edmund Mcwatters,1196026315,90
Edmund Mcwatters,1196026315,92
Edmund Mcwatters,1196026315,99
Loretta Koopmann,1409467484,99
Loretta Koopmann,1409467484,11
Charolette Falcioni,1136341820,18
Charolette Falcioni,1136341820,34
Charolette Falcioni,1136341820,75
Charolette Falcioni,1136341820,69
Gerda Feagins,1854580856,66
Gerda Feagins,1854580856,32
Gerda Feagins,1854580856,16
Gerda Feagins,1854580856,33
Kecia Formella,1243931660,30
Kecia Formella,1243931660,74
Deetta Brent,1924911877,20
Deetta Brent,1924911877,15
Deetta Brent,1924911877,40
Deetta Brent,1924911877,46
Gearldine Stackpole,1069564476,30
Gearldine Stackpole,1069564476,50
Gearldine Stackpole,1069564476,29
Tegan Mcchesney,1288179246,59
Tegan Mcchesney,1288179246,76
Tegan Mcchesney,1288179246,16
Eloy Mccarrol,1710014608,80
Eloy Mccarrol,1710014608,87
Eloy Mccarrol,1710014608,59
Margert Caplette,1521296864,46
Margert Caplette,1521296864,62
Margert Caplette,1521296864,68
Margert Caplette,1521296864,59
Martina Sarkissian,1699528022,30
Martina Sarkissian,1699528022,98
Martina Sarkissian,1699528022,1
Martina Sarkissian,1699528022,92
Jessia Birnie,1107939635,48
Jessia Birnie,1107939635,92
Jessia Birnie,1107939635,35
Abdul Zuelke,1104164628,54
Abdul Zuelke,1104164628,10
Abdul Zuelke,1104164628,32
Jeri Brandewie,1917218763,90
Jeri Brandewie,1917218763,41
Chester Ricciuti,1784232043,62
Chester Ricciuti,1784232043,88
Chester Ricciuti,1784232043,94
Chester Ricciuti,1784232043,29
Imogene Callicott,1990665372,43
Imogene Callicott,1990665372,93
Raeann Warnken,1708477189,97
Raeann Warnken,1708477189,98
Pinkie Farman,1508343388,38
Pinkie Farman,1508343388,64
Pinkie Farman,1508343388,50
Teodoro Raisch,1822630122,95
Teodoro Raisch,1822630122,45
Teodoro Raisch,1822630122,93
Teodoro Raisch,1822630122,19
Frank Vanhooser,1967291220,5
Frank Vanhooser,1967291220,32
Herman Brumfield,1967277907,90
Herman Brumfield,1967277907,54
Herman Brumfield,1967277907,35
Celestina Stollings,1298553209,67
Celestina Stollings,1298553209,36
Nancy Canta,1192770766,26
Nancy Canta,1192770766,2
Nancy Canta,1192770766,3
Nancy Canta,1192770766,20
Joette Drzewiecki,1209235178,93
Joette Drzewiecki,1209235178,47
Joette Drzewiecki,1209235178,67
Joette Drzewiecki,1209235178,63
Jacquie Alfieri,1857352322,37
Jacquie Alfieri,1857352322,83
Jacquie Alfieri,1857352322,4
Jacquie Alfieri,1857352322,34
Ruthann Bailony,1518186415,48
Ruthann Bailony,1518186415,80
Ruthann Bailony,1518186415,15
Ruthann Bailony,1518186415,35
Glendora Gonce,1894453287,78
Glendora Gonce,1894453287,24
Glendora Gonce,1894453287,84
Gilda Miko,1455003210,21
Gilda Miko,1455003210,93
Gilda Miko,1455003210,6
Gilda Miko,1455003210,99
Andrew Witaszek,1633179546,56
Andrew Witaszek,1633179546,87
Andrew Witaszek,1633179546,50
Donald Kolkman,1167010627,34
Donald Kolkman,1167010627,99
Donald Kolkman,1167010627,85
Donald Kolkman,1167010627,37
Pearline Pavao,1933003935,45
Pearline Pavao,1933003935,85
Rupert Lavine,1671395512,16
Rupert Lavine,1671395512,2
Rupert Lavine,1671395512,82
Lottie Bering,1268065465,36
Lottie Bering,1268065465,29
Lottie Bering,1268065465,12
Ernestine Graban,1104427250,91
Ernestine Graban,1104427250,83
Ernestine Graban,1104427250,49
Lady Nicometo,1300281403,1
Lady Nicometo,1300281403,39
Lady Nicometo,1300281403,94
Lucie Nelligan,1855464572,35
Lucie Nelligan,1855464572,61
Lucie Nelligan,1855464572,89
Trish Kaull,1496092228,49
Trish Kaull,1496092228,9
Ok Moncion,1150750948,52
Ok Moncion,1150750948,87
Ok Moncion,1150750948,90
Ok Moncion,1150750948,43
Kenyetta Ator,1368526916,82
Kenyetta Ator,1368526916,38
Kenyetta Ator,1368526916,51
Kenyetta Ator,1368526916,47
Lupe Lyndaker,1135202679,43
Lupe Lyndaker,1135202679,99
Lupe Lyndaker,1135202679,47
Verda Roule,1429648869,10
Verda Roule,1429648869,77
Verda Roule,1429648869,20
Agatha Maines,1266284317,13
Agatha Maines,1266284317,92
Agatha Maines,1266284317,97
Tyson Ornellas,1609985945,96
Tyson Ornellas,1609985945,50
Pamula Tooks,1096906402,72
Pamula Tooks,1096906402,22
Pamula Tooks,1096906402,38
Pamula Tooks,1096906402,25
Jewell Boehle,1964411497,66
Jewell Boehle,1964411497,29
Ria Geryol,1671509157,85
Ria Geryol,1671509157,13
Ria Geryol,1671509157,22
Cleveland Broege,1047914642,72
Cleveland Broege,1047914642,44
Michael Hoot,1940061268,81
Michael Hoot,1940061268,71
Michael Hoot,1940061268,45
Amiee Continenza,1020863192,29
Amiee Continenza,1020863192,30
Amiee Continenza,1020863192,41
Amiee Continenza,1020863192,14
Emery Mcravin,1146776900,13
Emery Mcravin,1146776900,54
Emery Mcravin,1146776900,82
Emery Mcravin,1146776900,80
Rayna Wins,1814930702,44
Rayna Wins,1814930702,98
Rayna Wins,1814930702,88
Adam Matuska,1284815135,16
Adam Matuska,1284815135,27
Cynthia Enrique,1699185359,55
Cynthia Enrique,1699185359,22
Lola Mcferrin,1049490316,86
Lola Mcferrin,1049490316,33
Lola Mcferrin,1049490316,91
Lola Mcferrin,1049490316,2
Leticia Telecky,1108209157,30
Leticia Telecky,1108209157,82
Gearldine Shogren,1631013451,90
Gearldine Shogren,1631013451,20
Gearldine Shogren,1631013451,48
Gearldine Shogren,1631013451,50
Caterina Glockner,1200587726,82
Caterina Glockner,1200587726,99
Dan Ina,1046656182,87
Dan Ina,1046656182,51
Dan Ina,1046656182,98
Dan Ina,1046656182,31
Joseph Rolin,1603691118,43
Joseph Rolin,1603691118,37
Joseph Rolin,1603691118,78
Enoch Kniess,1395417556,34
Enoch Kniess,1395417556,95
Enoch Kniess,1395417556,87
Kym Chouinard,1533215219,46
Kym Chouinard,1533215219,78
Kym Chouinard,1533215219,75
Kia Hinahon,1430532348,8
Kia Hinahon,1430532348,11
Kia Hinahon,1430532348,73
Santos Gasparino,1382712731,79
Santos Gasparino,1382712731,25
Santos Gasparino,1382712731,29
Marcie Ogbonnaya,1541601834,46
Marcie Ogbonnaya,1541601834,8
Marcie Ogbonnaya,1541601834,94
Marcie Ogbonnaya,1541601834,33
Sherill Traczyk,1666467392,23
Sherill Traczyk,1666467392,45
Garth Polcyn,1108598387,96
Garth Polcyn,1108598387,12
Tisha Guernsey,1875889451,7
Tisha Guernsey,1875889451,9
Zenaida Ozzella,1820123514,94
Zenaida Ozzella,1820123514,97
Zenaida Ozzella,1820123514,8
Zenaida Ozzella,1820123514,5
Carlee Ohair,1005264365,74
Carlee Ohair,1005264365,1
Carlee Ohair,1005264365,4
Shirlene Farabee,1064836662,6
Shirlene Farabee,1064836662,18
Shirlene Farabee,1064836662,10
Shirlene Farabee,1064836662,6
Sharell Daoust,1844831945,75
Sharell Daoust,1844831945,86
Sharell Daoust,1844831945,74
Maxine Delia,1340267438,98
Maxine Delia,1340267438,48
Thomasena Fruge,1761649006,89
Thomasena Fruge,1761649006,54
Nolan Neehouse,1334278962,3
Nolan Neehouse,1334278962,83
Nolan Neehouse,1334278962,12
Nolan Neehouse,1334278962,10
Eleanore Mcquirk,1456694781,3
Eleanore Mcquirk,1456694781,43
Eleanore Mcquirk,1456694781,4
Librada Hemesath,1896014222,0
Librada Hemesath,1896014222,98
Librada Hemesath,1896014222,50
Gwendolyn Moraites,1226775090,86
Gwendolyn Moraites,1226775090,55
Gwendolyn Moraites,1226775090,70
Ione Cobb,1136166552,83
Ione Cobb,1136166552,61
Ione Cobb,1136166552,31
Ione Cobb,1136166552,81
Shelli Pattie,1292101652,3
Shelli Pattie,1292101652,81
Shelli Pattie,1292101652,74
Bridget Lalley,1690745328,9
Bridget Lalley,1690745328,65
Bridget Lalley,1690745328,23
Georgeanna Balzer,1901258820,10
Georgeanna Balzer,1901258820,72
Georgeanna Balzer,1901258820,69
Georgeanna Balzer,1901258820,65
Eddy Cameron,1553298398,6
Eddy Cameron,1553298398,95
Eddy Cameron,1553298398,52
Roslyn Iturralde,1100246999,52
Roslyn Iturralde,1100246999,53
Christine Gramley,1816221578,31
Christine Gramley,1816221578,7
Freddy Kieger,1362677103,8
Freddy Kieger,1362677103,16
Delois Dross,1079053019,58
Delois Dross,1079053019,79
Demetrius Luzinski,1775340036,10
Demetrius Luzinski,1775340036,83
Demetrius Luzinski,1775340036,25
Shasta Wern,1633727762,6
Shasta Wern,1633727762,90
Shasta Wern,1633727762,33
Milly Strazza,1858081395,71
Milly Strazza,1858081395,76
Milly Strazza,1858081395,12
Milly Strazza,1858081395,64
Twanna Mccraney,1876209859,29
Twanna Mccraney,1876209859,49
Twanna Mccraney,1876209859,96
Chi Skornia,1367565047,4
Chi Skornia,1367565047,81
Chi Skornia,1367565047,86
Nobuko Manning,1359433693,67
Nobuko Manning,1359433693,2
Donovan Wallberg,1703199641,80
Donovan Wallberg,1703199641,70
Donovan Wallberg,1703199641,75
Donovan Wallberg,1703199641,62
Marquis Sacarello,1908838564,19
Marquis Sacarello,1908838564,80
Marquis Sacarello,1908838564,51
Daria Urbanek,1512440674,0
Daria Urbanek,1512440674,53
Nicholas Heimrich,1834537209,27
Nicholas Heimrich,1834537209,63
Nicholas Heimrich,1834537209,42
Nicholas Heimrich,1834537209,48
Carissa Wesner,1367816617,21
Carissa Wesner,1367816617,60
Laveta Lansdell,1968839818,74
Laveta Lansdell,1968839818,81
Renay Theodoropoulo,1467019940,94
Renay Theodoropoulo,1467019940,62
Fern Ramlall,1994348013,35
Fern Ramlall,1994348013,70
Monika Analla,1437948027,96
Monika Analla,1437948027,64
Virgen Lukowski,1054324435,63
Virgen Lukowski,1054324435,46
Virgen Lukowski,1054324435,16
Virgen Lukowski,1054324435,32
Xochitl Winsman,1704739547,73
Xochitl Winsman,1704739547,0
Xochitl Winsman,1704739547,71
Xochitl Winsman,1704739547,46
Jerrell Friedt,1823841892,89
Jerrell Friedt,1823841892,81
Jerrell Friedt,1823841892,1
Daina Burnes,1289601869,47
Daina Burnes,1289601869,27
Daina Burnes,1289601869,83
Daina Burnes,1289601869,79
Dalton Matuska,1790921764,64
Dalton Matuska,1790921764,27
Dalton Matuska,1790921764,16
Dalton Matuska,1790921764,10
Haywood Artinian,1460847777,1
Haywood Artinian,1460847777,33
Haywood Artinian,1460847777,65
Corey Sequra,1654199729,83
Corey Sequra,1654199729,47
Corey Sequra,1654199729,26
Corey Sequra,1654199729,87
Kaleigh Hogancamp,1809697783,79
Kaleigh Hogancamp,1809697783,44
Kaleigh Hogancamp,1809697783,86
Kaleigh Hogancamp,1809697783,58
Jody Swistak,1648072361,61
Jody Swistak,1648072361,71
Jody Swistak,1648072361,92
Hui Romanski,1675586693,41
Hui Romanski,1675586693,89
Pattie Mehrtens,1380139909,47
Pattie Mehrtens,1380139909,69
Camellia Scolieri,1890638821,2
Camellia Scolieri,1890638821,51
Camellia Scolieri,1890638821,56
Hunter Obermeyer,1117106761,9
Hunter Obermeyer,1117106761,23
Kim Goney,1551730656,60
Kim Goney,1551730656,10
Kim Goney,1551730656,90
Graciela Gull,1527802955,91
Graciela Gull,1527802955,36
Graciela Gull,1527802955,3
Graciela Gull,1527802955,55
Adell Summars,1176026214,64
Adell Summars,1176026214,49
Adell Summars,1176026214,9
Dalia Kayser,1741542488,29
Dalia Kayser,1741542488,21
Floyd Santucci,1306239400,30
Floyd Santucci,1306239400,75
Ludie Munshower,1856301397,44
Ludie Munshower,1856301397,70
Ludie Munshower,1856301397,97
Ludie Munshower,1856301397,34
Jacquetta Wilden,1765640602,46
Jacquetta Wilden,1765640602,4
Jacquetta Wilden,1765640602,79
Jacquetta Wilden,1765640602,42
Grisel Ciarlante,1788330906,24
Grisel Ciarlante,1788330906,33
Grisel Ciarlante,1788330906,32
Grisel Ciarlante,1788330906,86
Dona Macauley,1571235700,50
Dona Macauley,1571235700,47
Dona Macauley,1571235700,93
Deadra Spradling,1529994184,92
Deadra Spradling,1529994184,58
Shanti Tatlock,1789918563,91
Shanti Tatlock,1789918563,97
Shanti Tatlock,1789918563,71
Felica Keenan,1330184952,52
Felica Keenan,1330184952,19
Haydee Lebel,1013548869,51
Haydee Lebel,1013548869,78
Haydee Lebel,1013548869,7
Haydee Lebel,1013548869,9
Jennette Bressi,1469670867,15
Jennette Bressi,1469670867,39
Jennette Bressi,1469670867,20
Josphine Shabazz,1533856974,57
Josphine Shabazz,1533856974,24
Josphine Shabazz,1533856974,50
Josphine Shabazz,1533856974,83
Jacqui Buemi,1822856762,67
Jacqui Buemi,1822856762,72
Jacqui Buemi,1822856762,54
Leeanne Contras,1452034385,60
Leeanne Contras,1452034385,61
Enriqueta Zaltz,1139270727,85
Enriqueta Zaltz,1139270727,87
Macie Wittkopp,1277267288,16
Macie Wittkopp,1277267288,70
Macie Wittkopp,1277267288,59
Hayley Edmondson,1517404113,82
Hayley Edmondson,1517404113,70
Shantay Ifeanyi,1884066739,84
Shantay Ifeanyi,1884066739,71
Shantay Ifeanyi,1884066739,82
Benjamin Dottle,1602622123,26
Benjamin Dottle,1602622123,17
Benjamin Dottle,1602622123,30
Christene Tealer,1727617460,95
Christene Tealer,1727617460,65
Christene Tealer,1727617460,26
Christene Tealer,1727617460,4
Mariam Bollie,1883338718,84
Mariam Bollie,1883338718,66
Laurice Yip,1655569626,45
Laurice Yip,1655569626,72
Laurice Yip,1655569626,28
Florine Karstetter,1636412405,67
Florine Karstetter,1636412405,87
Cyndi Lazarus,1504417203,2
Cyndi Lazarus,1504417203,43
Cyndi Lazarus,1504417203,49
Shawnda Logwood,1030913457,93
Shawnda Logwood,1030913457,36
Shantelle Serres,1762367852,7
Shantelle Serres,1762367852,61
Shantelle Serres,1762367852,27
Shantelle Serres,1762367852,61
Myles Muskelly,1580249322,96
Myles Muskelly,1580249322,52
Gail Stepp,1488574806,47
Gail Stepp,1488574806,64
Gail Stepp,1488574806,62
Gail Stepp,1488574806,97
Jaymie Faye,1987298905,66
Jaymie Faye,1987298905,99
Dianne Ruman,1051333347,86
Dianne Ruman,1051333347,56
Dianne Ruman,1051333347,9
Dianne Ruman,1051333347,67
Angelena Yoneda,1426291531,9
Angelena Yoneda,1426291531,16
Tory Sandelin,1747509644,40
Tory Sandelin,1747509644,77
Tory Sandelin,1747509644,4
Tory Sandelin,1747509644,41
Angela Boda,1854690849,14
Angela Boda,1854690849,77
Ginger Dube,1525405607,30
Ginger Dube,1525405607,83
Milagros Baars,1138196742,19
Milagros Baars,1138196742,72
Milagros Baars,1138196742,45
Lisbeth Hobby,1446659129,30
Lisbeth Hobby,1446659129,38
Belle Forkner,1815398537,90
Belle Forkner,1815398537,15
Belle Forkner,1815398537,22
Belle Forkner,1815398537,94
Ami Valeriani,1259693483,30
Ami Valeriani,1259693483,27
Ami Valeriani,1259693483,62
Ami Valeriani,1259693483,12
Normand Bitsko,1023951330,51
Normand Bitsko,1023951330,79
Normand Bitsko,1023951330,42
Lettie Magno,1248089652,30
Lettie Magno,1248089652,12
Lettie Magno,1248089652,7
Lettie Magno,1248089652,8
Stephani Nardino,1117136788,34
Stephani Nardino,1117136788,15
Stephani Nardino,1117136788,51
Cindy Nissila,1090041290,27
Cindy Nissila,1090041290,31
Cindy Nissila,1090041290,69
Katia Mccleskey,1667114286,54
Katia Mccleskey,1667114286,71
Katia Mccleskey,1667114286,9
Sherita Yaish,1218235147,71
Sherita Yaish,1218235147,18
Sherita Yaish,1218235147,62
Leonia Stagman,1279299533,72
Leonia Stagman,1279299533,76
Leonia Stagman,1279299533,5
Larita Nunley,1034719065,76
Larita Nunley,1034719065,37
Eladia Genberg,1247448381,17
Eladia Genberg,1247448381,79
Eladia Genberg,1247448381,56
Eladia Genberg,1247448381,3
Noelle Dygert,1062809297,5
Noelle Dygert,1062809297,47
Beulah Greiwe,1228128864,80
Beulah Greiwe,1228128864,33
Tawanda Benigno,1054472831,7
Tawanda Benigno,1054472831,40
Danna Bauknecht,1472758634,51
Danna Bauknecht,1472758634,29
Marcelino Rubenfeld,1287196416,55
Marcelino Rubenfeld,1287196416,47
Marcelino Rubenfeld,1287196416,9
Marcelino Rubenfeld,1287196416,32
Terrell Knecht,1034208804,71
Terrell Knecht,1034208804,39
Terrell Knecht,1034208804,28
Terrell Knecht,1034208804,3
Stevie Krishnamurthy,1098879875,35
Stevie Krishnamurthy,1098879875,10
Berenice Kratzke,1119944804,87
Berenice Kratzke,1119944804,29
Berenice Kratzke,1119944804,1
Berenice Kratzke,1119944804,92
Pamula Keep,1410571591,58
Pamula Keep,1410571591,30
Vesta Louks,1309783500,3
Vesta Louks,1309783500,68
Vesta Louks,1309783500,24
Vesta Louks,1309783500,91
Sharonda Janis,1948182112,4
Sharonda Janis,1948182112,53
Sharonda Janis,1948182112,76
Sharonda Janis,1948182112,66
Thao Masood,1767681700,43
Thao Masood,1767681700,14
Thao Masood,1767681700,42
Lilian Ogram,1958857746,3
Lilian Ogram,1958857746,29
Lilian Ogram,1958857746,93
Lilian Ogram,1958857746,44
Kala Wendelboe,1847413137,22
Kala Wendelboe,1847413137,98
Kala Wendelboe,1847413137,30
Kala Wendelboe,1847413137,89
Livia Cupe,1986194220,83
Livia Cupe,1986194220,28
Gilda Lamberty,1423029688,73
Gilda Lamberty,1423029688,74
Gilda Lamberty,1423029688,64
Gilda Lamberty,1423029688,71
Paz Wessel,1937652510,59
Paz Wessel,1937652510,19
Connie Fiqueroa,1858436916,56
Connie Fiqueroa,1858436916,67
Connie Fiqueroa,1858436916,71
Connie Fiqueroa,1858436916,13
Stephenie Gonterman,1286896169,40
Stephenie Gonterman,1286896169,75
Stephenie Gonterman,1286896169,10
Stephenie Gonterman,1286896169,80
Su Mierez,1108171147,57
Su Mierez,1108171147,26
Marcus Luquette,1454041756,57
Marcus Luquette,1454041756,81
Marcus Luquette,1454041756,56
Laronda Barwick,1854353010,49
Laronda Barwick,1854353010,65
Laronda Barwick,1854353010,39
Brice Stuczynski,1977876880,60
Brice Stuczynski,1977876880,43
Pearlie Standard,1288011402,8
Pearlie Standard,1288011402,19
Pearlie Standard,1288011402,13
Kimberly Matelich,1908437823,57
Kimberly Matelich,1908437823,79
